instance,solver,ablation,seed,feasible,objective,vehicles_used,total_distance,total_duration,runtime_sec,iterations,best_iteration,instance_path,source_file,time_limit_sec,max_iterations,config_file,created_at,bks_vehicles,bks_distance,bks_source,bks_source_url,vehicle_gap,vehicle_match,distance_gap,distance_gap_pct,selector,vehicles,distance,cost,solver_status,gap,lower_bound,best_bound,gap_or_bound_if_available,has_solution,route_count,customer_count,status,pipeline_status,error,solution_json,convergence_csv,best_observed_vehicles,best_observed_distance,best_observed_objective,vehicle_gap_to_best_observed,distance_gap_to_best_observed_pct,objective_gap_to_best_observed_pct
r101_100,ortools_routing,ortools_routing,2,False,inf,0,0.0,0.0,60.00260759999219,,,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,-19,False,,,,0,0.0,inf,NO_SOLUTION,,,,,False,0,100,NO_SOLUTION,ok,,data\results\experiments\solutions\medium\r101_100__ortools_routing__seed2.json,,,,,,,
r101_100,alns_uniform,alns_uniform,0,True,1901698.0230131024,19,1698.0230131024355,3542.7587811671197,20.99611970000842,500,500,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,0,True,47.223013102435516,2.860613829805883,uniform,19,1698.0230131024355,1901698.0230131024,FEASIBLE,,,,,True,19,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_uniform__seed0.json,data\results\experiments\convergence\medium\r101_100__alns_uniform__seed0.csv,19.0,1660.8401044606824,1901660.8401044607,0.0,2.2388012272757196,0.0019552860245887795
r101_100,alns_uniform,alns_uniform,1,True,1901660.8401044607,19,1660.8401044606824,3567.9267625298876,20.293625099991914,500,496,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,0,True,10.040104460682414,0.6081962963825064,uniform,19,1660.8401044606824,1901660.8401044607,FEASIBLE,,,,,True,19,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_uniform__seed1.json,data\results\experiments\convergence\medium\r101_100__alns_uniform__seed1.csv,19.0,1660.8401044606824,1901660.8401044607,0.0,0.0,0.0
r101_100,alns_uniform,alns_uniform,2,True,1901681.1970506913,19,1681.197050691407,3529.8525316273212,19.491757900002995,500,204,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,0,True,30.397050691407003,1.8413527193728498,uniform,19,1681.197050691407,1901681.1970506913,FEASIBLE,,,,,True,19,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_uniform__seed2.json,data\results\experiments\convergence\medium\r101_100__alns_uniform__seed2.csv,19.0,1660.8401044606824,1901660.8401044607,0.0,1.2257017503400796,0.0010704824856947125
r101_100,alns_roulette,alns_roulette,0,True,2001671.8167274331,20,1671.816727433213,3682.636651618899,19.851498400006676,500,468,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,1,False,,,roulette,20,1671.816727433213,2001671.8167274331,FEASIBLE,,,,,True,20,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_roulette__seed0.json,data\results\experiments\convergence\medium\r101_100__alns_roulette__seed0.csv,19.0,1660.8401044606824,1901660.8401044607,1.0,,5.259138460119875
r101_100,alns_roulette,alns_roulette,1,True,1901667.0636351788,19,1667.0636351788207,3583.9869520297993,20.111178299994208,500,456,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,0,True,16.263635178820778,0.9851971879586128,roulette,19,1667.0636351788207,1901667.0636351788,FEASIBLE,,,,,True,19,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_roulette__seed1.json,data\results\experiments\convergence\medium\r101_100__alns_roulette__seed1.csv,19.0,1660.8401044606824,1901660.8401044607,0.0,0.37472184717982254,0.0003272681745806753
r101_100,alns_roulette,alns_roulette,2,True,1901667.0636351788,19,1667.063635178821,3583.9869520297993,17.9042405999935,500,152,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,0,True,16.263635178821005,0.9851971879586264,roulette,19,1667.063635178821,1901667.0636351788,FEASIBLE,,,,,True,19,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_roulette__seed2.json,data\results\experiments\convergence\medium\r101_100__alns_roulette__seed2.csv,19.0,1660.8401044606824,1901660.8401044607,0.0,0.3747218471798362,0.0003272681745806753
r101_100,alns_mosade,alns_mosade_adaptive,0,True,1901669.916696222,19,1669.9166962220881,3574.8066121423003,19.973249699993175,500,375,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,0,True,19.116696222088194,1.1580261825834866,mosade_inspired,19,1669.9166962220881,1901669.916696222,FEASIBLE,,,,,True,19,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_mosade__seed0.json,data\results\experiments\convergence\medium\r101_100__alns_mosade__seed0.csv,19.0,1660.8401044606824,1901660.8401044607,0.0,0.5465060566052012,0.00047729813697055016
r101_100,alns_mosade,alns_mosade_adaptive,1,True,2001666.9928729453,20,1666.992872945345,3676.736978580753,20.629417599993758,500,429,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,1,False,,,mosade_inspired,20,1666.992872945345,2001666.9928729453,FEASIBLE,,,,,True,20,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_mosade__seed1.json,data\results\experiments\convergence\medium\r101_100__alns_mosade__seed1.csv,19.0,1660.8401044606824,1901660.8401044607,1.0,,5.258884794777132
r101_100,alns_mosade,alns_mosade_adaptive,2,True,1901674.1175751076,19,1674.1175751077024,3600.014448959327,19.42667089999304,500,170,data\raw\benchmark\solomon_100\In\r101.txt,data\raw\benchmark\solomon_100\In\r101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,19,1650.8,"SINTEF VRPTW 100 customers table, Homberger entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,0,True,23.317575107702396,1.412501520941507,mosade_inspired,19,1674.1175751077024,1901674.1175751076,FEASIBLE,,,,,True,19,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\r101_100__alns_mosade__seed2.json,data\results\experiments\convergence\medium\r101_100__alns_mosade__seed2.csv,19.0,1660.8401044606824,1901660.8401044607,0.0,0.7994430415883725,0.0006982039261092632
rc101_100,greedy,greedy,0,True,1802184.8600954588,18,2184.8600954588705,3590.035382119984,4.292791900006705,,,data\raw\benchmark\solomon_100\In\rc101.txt,data\raw\benchmark\solomon_100\In\rc101.txt,,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,14,1696.95,"SINTEF VRPTW 100 customers table, corrected RC101B entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,4,False,,,,18,2184.8600954588705,1802184.8600954588,FEASIBLE,,,,,True,18,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\rc101_100__greedy__seed0.json,,16.0,1670.9296436965762,1601670.9296436966,2.0,,12.519046624412915
rc101_100,greedy,greedy,1,True,1802184.8600954588,18,2184.8600954588705,3590.035382119984,4.265802899986738,,,data\raw\benchmark\solomon_100\In\rc101.txt,data\raw\benchmark\solomon_100\In\rc101.txt,,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,14,1696.95,"SINTEF VRPTW 100 customers table, corrected RC101B entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,4,False,,,,18,2184.8600954588705,1802184.8600954588,FEASIBLE,,,,,True,18,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\rc101_100__greedy__seed1.json,,16.0,1670.9296436965762,1601670.9296436966,2.0,,12.519046624412915
rc101_100,greedy,greedy,2,True,1802184.8600954588,18,2184.8600954588705,3590.035382119984,4.233321799998521,,,data\raw\benchmark\solomon_100\In\rc101.txt,data\raw\benchmark\solomon_100\In\rc101.txt,,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,14,1696.95,"SINTEF VRPTW 100 customers table, corrected RC101B entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,4,False,,,,18,2184.8600954588705,1802184.8600954588,FEASIBLE,,,,,True,18,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\rc101_100__greedy__seed2.json,,16.0,1670.9296436965762,1601670.9296436966,2.0,,12.519046624412915
rc101_100,ortools_routing,ortools_routing,0,False,inf,0,0.0,0.0,60.00283359999594,,,data\raw\benchmark\solomon_100\In\rc101.txt,data\raw\benchmark\solomon_100\In\rc101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,14,1696.95,"SINTEF VRPTW 100 customers table, corrected RC101B entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,-14,False,,,,0,0.0,inf,NO_SOLUTION,,,,,False,0,100,NO_SOLUTION,ok,,data\results\experiments\solutions\medium\rc101_100__ortools_routing__seed0.json,,,,,,,
rc101_100,ortools_routing,ortools_routing,1,False,inf,0,0.0,0.0,60.00425379999797,,,data\raw\benchmark\solomon_100\In\rc101.txt,data\raw\benchmark\solomon_100\In\rc101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,14,1696.95,"SINTEF VRPTW 100 customers table, corrected RC101B entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,-14,False,,,,0,0.0,inf,NO_SOLUTION,,,,,False,0,100,NO_SOLUTION,ok,,data\results\experiments\solutions\medium\rc101_100__ortools_routing__seed1.json,,,,,,,
rc101_100,ortools_routing,ortools_routing,2,False,inf,0,0.0,0.0,60.001920800001244,,,data\raw\benchmark\solomon_100\In\rc101.txt,data\raw\benchmark\solomon_100\In\rc101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,14,1696.95,"SINTEF VRPTW 100 customers table, corrected RC101B entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,-14,False,,,,0,0.0,inf,NO_SOLUTION,,,,,False,0,100,NO_SOLUTION,ok,,data\results\experiments\solutions\medium\rc101_100__ortools_routing__seed2.json,,,,,,,
rc101_100,alns_uniform,alns_uniform,0,True,1601670.9296436966,16,1670.9296436965762,3162.913954400239,21.695285299996613,500,321,data\raw\benchmark\solomon_100\In\rc101.txt,data\raw\benchmark\solomon_100\In\rc101.txt,60.0,500,configs\experiment_medium.yaml,2026-06-23T00:37:42,14,1696.95,"SINTEF VRPTW 100 customers table, corrected RC101B entry",https://www.sintef.no/projectweb/top/vrptw/100-customers/,2,False,,,uniform,16,1670.9296436965762,1601670.9296436966,FEASIBLE,,,,,True,16,100,FEASIBLE,ok,,data\results\experiments\solutions\medium\rc101_100__alns_uniform__seed0.json,data\results\experiments\convergence\medium\rc101_100__alns_uniform__seed0.csv,16.0,1670.9296436965762,1601670.9296436966,0.0,0.0,0.0
